Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,vocabItem,ANSWER
3,1765669203703,13/12/2025 23:40:03,1765669203668,-7,13/12/2025 16:40:03,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,12985.60000000149,,,0,,,,,,,,vocabInstructions,,
4,1765669214181,13/12/2025 23:40:14,1765669214096,-7,13/12/2025 16:40:14,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,10414.59999999404,, A type of vehicle,,,,,,,,,vocabItems,Car,
5,1765669214594,13/12/2025 23:40:14,1765669214097,-7,13/12/2025 16:40:14,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,10414.59999999404,,,0,,,,,,,,vocabItems,Car,
6,1765669220934,13/12/2025 23:40:20,1765669220888,-7,13/12/2025 16:40:20,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,6778.69999999553,,A type of flying animal,,,,,,,,,vocabItems,Bird,
7,1765669221168,13/12/2025 23:40:21,1765669220890,-7,13/12/2025 16:40:20,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,advancementZone,continue_button,6778.69999999553,,,0,,,,,,,,vocabItems,Bird,
8,1765669230575,13/12/2025 23:40:30,1765669230549,-7,13/12/2025 16:40:30,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,9650.09999999404,,An animal you own,,,,,,,,,vocabItems,Pet,
9,1765669231155,13/12/2025 23:40:31,1765669230551,-7,13/12/2025 16:40:30,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,advancementZone,continue_button,9650.09999999404,,,0,,,,,,,,vocabItems,Pet,
10,1765669242816,13/12/2025 23:40:42,1765669242764,-7,13/12/2025 16:40:42,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,12203.39999999851,,Something small or large that makes a ringing sound,,,,,,,,,vocabItems,Bell,
11,1765669243248,13/12/2025 23:40:43,1765669242765,-7,13/12/2025 16:40:42,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,advancementZone,continue_button,12203.39999999851,,,0,,,,,,,,vocabItems,Bell,
12,1765669254398,13/12/2025 23:40:54,1765669254340,-7,13/12/2025 16:40:54,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,11563.79999999702,,A large green reptile,,,,,,,,,vocabItems,Alligator,
13,1765669254665,13/12/2025 23:40:54,1765669254342,-7,13/12/2025 16:40:54,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,advancementZone,continue_button,11563.79999999702,,,0,,,,,,,,vocabItems,Alligator,
14,1765669262102,13/12/2025 23:41:02,1765669262018,-7,13/12/2025 16:41:02,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,7665.19999999553,,A warm season ,,,,,,,,,vocabItems,Summer,
15,1765669262334,13/12/2025 23:41:02,1765669262019,-7,13/12/2025 16:41:02,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,advancementZone,continue_button,7665.19999999553,,,0,,,,,,,,vocabItems,Summer,
16,1765669276376,13/12/2025 23:41:16,1765669276366,-7,13/12/2025 16:41:16,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,14336.69999999553,,A period of 10 years,,,,,,,,,vocabItems,Decade,
17,1765669276771,13/12/2025 23:41:16,1765669276368,-7,13/12/2025 16:41:16,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,advancementZone,continue_button,14336.69999999553,,,0,,,,,,,,vocabItems,Decade,
18,1765669293675,13/12/2025 23:41:33,1765669293653,-7,13/12/2025 16:41:33,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,17276.89999999851,,Something you do again and again,,,,,,,,,vocabItems,Tradition,
19,1765669293986,13/12/2025 23:41:33,1765669293655,-7,13/12/2025 16:41:33,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,advancementZone,continue_button,17276.89999999851,,,0,,,,,,,,vocabItems,Tradition,
20,1765669299201,13/12/2025 23:41:39,1765669299123,-7,13/12/2025 16:41:39,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_text_entry,5458.70000000298,,To make something up,,,,,,,,,vocabItems,Improvise,
21,1765669299583,13/12/2025 23:41:39,1765669299125,-7,13/12/2025 16:41:39,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,advancementZone,continue_button,5458.70000000298,,,0,,,,,,,,vocabItems,Improvise,
22,1765669309814,13/12/2025 23:41:49,1765669309755,-7,13/12/2025 16:41:49,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,10620.80000000447,,Something that is popular,,,,,,,,,vocabItems,Trend,
23,1765669310060,13/12/2025 23:41:50,1765669309756,-7,13/12/2025 16:41:49,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,advancementZone,continue_button,10620.80000000447,,,0,,,,,,,,vocabItems,Trend,
24,1765669320031,13/12/2025 23:42:00,1765669319832,-7,13/12/2025 16:41:59,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,10065.5,,To think hard about something,,,,,,,,,vocabItems,Ruminate,
25,1765669320303,13/12/2025 23:42:00,1765669319833,-7,13/12/2025 16:41:59,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,advancementZone,continue_button,10065.5,,,0,,,,,,,,vocabItems,Ruminate,
26,1765669331175,13/12/2025 23:42:11,1765669331111,-7,13/12/2025 16:42:11,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,11265.69999999553,,To be exhausted,,,,,,,,,vocabItems,Extirpate,
27,1765669331441,13/12/2025 23:42:11,1765669331112,-7,13/12/2025 16:42:11,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,advancementZone,continue_button,11265.69999999553,,,0,,,,,,,,vocabItems,Extirpate,
28,1765669362493,13/12/2025 23:42:42,1765669362429,-7,13/12/2025 16:42:42,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,31309,,A minimal act,,,,,,,,,vocabItems,Perfunctory,
29,1765669362730,13/12/2025 23:42:42,1765669362431,-7,13/12/2025 16:42:42,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,advancementZone,continue_button,31309,,,0,,,,,,,,vocabItems,Perfunctory,
30,1765669364845,13/12/2025 23:42:44,1765669364817,-7,13/12/2025 16:42:44,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,2378.4000000059605,,,0,,,,,,,,vocabFinish,,
31,1765669365330,13/12/2025 23:42:45,1765669364833,-7,13/12/2025 16:42:44,250842,10,task-ytla,,51389012,6621a2f38453311275d17d65,14743096,,complete,,693df7ca0b7db9ca467c735e,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x698,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,,,END TASK,,,,,178685,,,,,,,,,,,,,
1,1765677741141,14/12/2025 02:02:21,1765677740251,-6,13/12/2025 20:02:20,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765677746421,14/12/2025 02:02:26,1765677745557,-6,13/12/2025 20:02:25,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,5287.199999988079,,,0,,,,,,,,vocabInstructions,,
3,1765677780030,14/12/2025 02:03:00,1765677779181,-6,13/12/2025 20:02:59,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,33615.5,,,0,,,,,,,,vocabInstructions,,
4,1765677803103,14/12/2025 02:03:23,1765677802262,-6,13/12/2025 20:03:22,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,23058.69999998808,, a four-wheeled technology that moves people quickly from place to place,,,,,,,,,vocabItems,Car,
5,1765677803241,14/12/2025 02:03:23,1765677802263,-6,13/12/2025 20:03:22,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,23058.69999998808,,,0,,,,,,,,vocabItems,Car,
6,1765677824329,14/12/2025 02:03:44,1765677823472,-6,13/12/2025 20:03:43,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,21199.30000001192,,a winged creature with a beak and two feet that typically flies,,,,,,,,,vocabItems,Bird,
7,1765677824484,14/12/2025 02:03:44,1765677823473,-6,13/12/2025 20:03:43,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,advancementZone,continue_button,21199.30000001192,,,0,,,,,,,,vocabItems,Bird,
8,1765677836749,14/12/2025 02:03:56,1765677835900,-6,13/12/2025 20:03:55,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,12420.900000035763,,an animal that a human domesticates as a companion,,,,,,,,,vocabItems,Pet,
9,1765677836917,14/12/2025 02:03:56,1765677835901,-6,13/12/2025 20:03:55,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,advancementZone,continue_button,12420.900000035763,,,0,,,,,,,,vocabItems,Pet,
10,1765677855110,14/12/2025 02:04:15,1765677854274,-6,13/12/2025 20:04:14,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,18367,,a metal noisemaker that people use to signal their presence,,,,,,,,,vocabItems,Bell,
11,1765677855277,14/12/2025 02:04:15,1765677854276,-6,13/12/2025 20:04:14,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,advancementZone,continue_button,18367,,,0,,,,,,,,vocabItems,Bell,
12,1765677881309,14/12/2025 02:04:41,1765677880480,-6,13/12/2025 20:04:40,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,26198,,"a large, amphibious reptile with a large mouth and sharp teeth",,,,,,,,,vocabItems,Alligator,
13,1765677881500,14/12/2025 02:04:41,1765677880481,-6,13/12/2025 20:04:40,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,advancementZone,continue_button,26198,,,0,,,,,,,,vocabItems,Alligator,
14,1765677891185,14/12/2025 02:04:51,1765677890327,-6,13/12/2025 20:04:50,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,9841.5,,the hottest season of the year,,,,,,,,,vocabItems,Summer,
15,1765677891338,14/12/2025 02:04:51,1765677890328,-6,13/12/2025 20:04:50,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,advancementZone,continue_button,9841.5,,,0,,,,,,,,vocabItems,Summer,
16,1765677909342,14/12/2025 02:05:09,1765677908117,-6,13/12/2025 20:05:08,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,17784.099999964237,,a measurement of ten years of time,,,,,,,,,vocabItems,Decade,
17,1765677909502,14/12/2025 02:05:09,1765677908119,-6,13/12/2025 20:05:08,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,advancementZone,continue_button,17784.099999964237,,,0,,,,,,,,vocabItems,Decade,
18,1765677938725,14/12/2025 02:05:38,1765677937885,-6,13/12/2025 20:05:37,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,29758.600000023842,,"a custom shared by a group of people, whether it's a small group, like a family, or a large group, like a country",,,,,,,,,vocabItems,Tradition,
19,1765677938886,14/12/2025 02:05:38,1765677937886,-6,13/12/2025 20:05:37,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,advancementZone,continue_button,29758.600000023842,,,0,,,,,,,,vocabItems,Tradition,
